Date,Test_Positivity_Rate,New_Cases,Case_Growth_Rate,Hospitalization_Rate,ICU_Admission_Rate,Ventilator_Utilization,Mortality_Rate
4/1/2022,1.807823163,898,0.0006919551923,5.419285605,3.012417599,3.091265947,2.229044098
5/1/2022,2.329075883,1085,0.0008354103097,4.88860508,2.674897328,2.938295788,2.227568146
6/1/2022,2.528106364,1293,0.0009947305321,4.752501316,2.619799895,3.574926543,2.225815649
7/1/2022,2.89017341,1345,0.001036708053,4.564264849,2.30647517,3.281096964,2.223593958
8/1/2022,3.165653067,1572,0.001264510168,4.355420329,2.16362407,3.281096964,2.221450273
9/1/2022,3.664281587,1649,0.001264512322,4.074523671,1.979205151,3.54679803,2.218874525
10/1/2022,3.369315572,1467,0.001123452322,3.807995331,1.862659274,3.770812929,2.216537355
11/1/2022,4.700815956,2074,0.001586622245,3.473956091,1.721911322,3.507062835,2.21401904
12/1/2022,6.12746093,3019,0.00230527016,2.796276676,1.502194642,3.701899659,2.20930649
13/1/2022,7.36238106,3567,0.002717244245,2.767501423,1.497581104,3.799318071,2.203849422
14/1/2022,8.160389932,4286,0.003050480537,2.659186714,1.413584355,4.178814383,2.190995411
15/1/2022,7.859708095,4027,0.003050480537,2.423433939,1.356233672,4.616132167,2.184364619
16/1/2022,8.713284748,4340,0.003789272449,2.311877837,1.276296984,4.682926829,2.176868606
17/1/2022,9.452988564,5034,0.003789272449,2.281011696,1.238902431,4.944255938,2.168569963
18/1/2022,9.488633408,5472,0.004084302244,2.047207108,1.074490155,5.609756098,2.157971349
19/1/2022,11.55014166,6808,0.005705152244,1.921118495,0.9976698024,4.914841849,2.147428959
20/1/2022,12.93834151,7678,0.005705152244,1.883367012,1.034036373,5.609756098,2.137984837
21/1/2022,11.10318835,6540,0.005577860532,1.764797973,0.9336350569,5.056455572,2.12758801
22/1/2022,13.00442281,7586,0.005257360537,1.651177361,0.8849788545,5.263157895,2.117042905
23/1/2022,12.52722363,7190,0.004623967452,1.56422995,0.8753252898,5.132316773,2.108529691
24/1/2022,12.81782438,6357,0.004622072442,1.678924175,0.9529592666,7.469287469,2.10170895
25/1/2022,10.17566535,5196,0.00376244244,1.737748821,1.010272604,7.469287469,2.092135159
26/1/2022,11.91522316,7539,0.005870455053,1.736731528,0.9925582674,7.616707617,2.082064376
27/1/2022,11.92439963,8183,0.005679450536,1.959179219,1.132940406,7.960687961,2.072221005
28/1/2022,11.31284718,7963,0.005657945053,1.639918004,0.8819559022,6.689621249,2.062636505
29/1/2022,12.46250937,7978,0.005250107972,1.52434043,0.8332932866,6.531420089,2.0539087
30/1/2022,11.53953207,7048,0.004623967452,1.678697002,0.9529592666,6.935563207,2.048496678
31/1/2022,9.650012681,5327,0.003737587457,1.737924175,1.269388607,7.469287469,2.041891851
1/2/2022,9.882333715,6047,0.004057229745,1.737924175,1.010272604,7.469287469,2.036521772
2/2/2022,9.751446827,5830,0.004051722245,1.737924175,0.9929240534,7.665847666,2.03083809
3/2/2022,9.945259743,6377,0.004423150537,1.959179219,0.9925582674,7.96460177,2.024195766
4/2/2022,9.677826313,6137,0.004236310537,2.003370155,1.161932663,7.469287469,2.019355064
5/2/2022,8.695652174,4874,0.003350288698,2.055117051,1.188447394,7.665847666,2.017345232
6/2/2022,7.454387101,3338,0.002286657023,2.077597283,1.195392745,7.82480315,2.015883671
7/2/2022,5.345232863,2797,0.002901317452,2.170132851,1.269388607,7.96460177,2.013452948
8/2/2022,8.2185163,4253,0.002662297449,2.205031298,1.253100272,8.296514482,2.011295219
9/2/2022,7.163512574,3914,0.002662297449,2.19988345,0.9925580534,8.263649779,2.009173151
10/2/2022,6.02303838,3498,0.002043275462,2.289968096,1.375398795,7.858546169,2.008048053
11/2/2022,5.366157128,3019,0.002165350532,2.237301944,1.306155769,7.312252964,2.006472579
12/2/2022,5.797049038,3206,0.00207516016,2.201229139,1.287856052,7.923228346,2.004963801
13/2/2022,5.627074217,2662,0.001797037452,2.251840064,1.315562628,7.627952756,2.003280146
14/2/2022,5.406249349,2597,0.001745527745,2.268961645,1.304961043,7.82480315,2.00325461
15/2/2022,4.974471778,2465,0.001655524053,2.272120505,1.339103798,7.752698724,2.002083929
16/2/2022,5.553727964,2870,0.001924336695,2.272120505,1.339103798,7.752698724,2.002083929
17/2/2022,4.923682915,2400,0.001606110716,2.289968096,1.375398795,7.858546169,2.001078377
18/2/2022,4.15027208,1983,0.001324927742,2.203730273,1.331420373,7.858546169,2.000165479
19/2/2022,3.296835519,1644,0.001096968257,2.126873393,1.353867983,8.00589391,2.000173296
20/2/2022,2.842697701,1360,0.0009064728567,2.058458447,1.24719234,8.00589391,2.000426189
21/2/2022,2.51973046,961,0.0006398570232,2.029383786,1.226086037,7.177734375,2.000011979
22/2/2022,2.951322329,1232,0.0008196628733,2.019856214,1.223117861,7.358674464,2.001232817
23/2/2022,3.43192754,1455,0.0009676601623,2.037110775,1.272596958,7.094266278,2.000494244
24/2/2022,2.727140149,1122,0.0007453525079,2.036457314,1.027002701,6.997084548,2.000663812
25/2/2022,2.250815851,1207,0.0008012296627,3.187143932,1.940234333,6.316812439,1.999990714
26/2/2022,2.556624204,847,0.0005617988723,3.18995734,1.940059234,6.705539359,2.000193569
27/2/2022,2.842697701,856,0.0005674509409,3.083737256,1.938826676,6.656948494,2.000193393
28/2/2022,2.291966967,861,0.0005002048152,3.012942924,1.854761685,7.094266278,2.000127005
1/3/2022,2.230580826,765,0.0005002048152,3.373073568,1.756608395,5.767350929,2.000127005
2/3/2022,2.176809047,768,0.000508480488,3.634577603,2.270246671,5.642787046,2.000426189
3/3/2022,2.598287802,953,0.0006303935671,3.337682105,2.000434877,5.250245339,1.999594105
4/3/2022,2.10665608,796,0.000526208975,3.012942924,1.912669333,4.906771344,1.999203173
5/3/2022,2.004726375,755,0.0004992504823,3.012942924,1.823646618,4.906771344,1.998668655
6/3/2022,2.015032784,756,0.0004992544203,3.006276151,1.879648411,5.642787046,1.998133351
7/3/2022,1.29381161,378,0.0002495069602,3.342128408,1.778436458,4.715127701,1.998228841
8/3/2022,2.072793896,758,0.0005002075886,5.501381967,2.61739372,4.26889107,1.997625565
9/3/2022,1.76319638,639,0.000421462287,5.116571555,2.498753394,4.027504912,1.997047711
10/3/2022,1.828528073,723,0.0004768301637,3.798532131,2.109893387,4.230201672,1.99655766
11/3/2022,1.548054765,571,0.0004011650741,3.68289638,2.109893387,4.199604743,1.99640566
12/3/2022,1.709377719,609,0.0004255651329,3.296445928,2.078576029,3.918650794,1.99627566
13/3/2022,1.480721772,462,0.0002939503795,3.340176441,2.092983359,3.918650794,1.996123602
14/3/2022,1.37496003,473,0.000293751712,3.217574614,2.052590702,3.574975174,1.995765821
15/3/2022,1.420831172,493,0.001337651929,3.449063078,2.15851952,3.832752613,1.994382022
16/3/2021,2.704901363,514,0.001337651929,3.333905187,2.092983359,3.583872573,1.993839412
17/3/2022,1.084753191,396,0.001084753191,3.296445928,2.078576029,3.569657908,1.99378053
18/3/2022,1.236337574,483,0.001337659867,3.373373702,2.202138493,3.427719821,1.993279058
19/3/2022,1.128668172,375,0.001337659867,3.379746835,2.17721519,3.179334327,1.992853613
20/3/2022,2.015027528,303,0.0001337659867,3.354510801,2.10292249,3.129657228,1.992588315
21/3/2022,0.82188818,228,0.0001447126672,3.217789405,1.9882276,3.308641975,2.235836299
22/3/2022,1.284951966,443,0.0002196679582,5.975351077,3.610108303,2.777777778,1.991966242
23/3/2022,0.6987422639,210,0.0001333365702,5.816693538,3.571871512,2.48015873,1.991567043
24/3/2022,1.104397449,329,0.0002160160163,5.582844136,3.306577213,2.678571429,1.99133366
25/3/2022,0.6213630536,189,0.0001240966838,5.829761078,3.34351952,2.23769269,1.99134966
26/3/2022,0.9699017583,310,0.0002651936155,5.389003466,3.179997573,2.385685885,1.991272393
27/3/2022,0.6605348201,186,0.0001255662471,5.244166466,3.163338946,2.385685885,1.991094393
28/3/2022,0.9946017895,269,0.0001719666242,5.24897481,3.222026948,2.837232232,1.990809228
29/3/2022,0.7056598283,194,0.0001229669663,5.179839367,3.10790362,4.001883239,2.291966624
30/3/2022,0.823628692,244,0.0001949666242,5.193611398,3.148339653,4.001883239,2.291966624
31/3/2022,0.6140201262,180,0.0001184727054,4.867663982,3.060989643,4.932405567,2.291966624
1/4/2022,0.7129147244,208,0.0001363958575,4.373937677,2.742209632,2.186878728,1.990583413
2/4/2022,0.9447409421,285,0.0001868630674,4.259341637,2.613434164,2.385685885,1.990277069
3/4/2022,0.6619385343,154,0.000101592758,3.892809881,2.415086017,2.385685885,1.989873998
4/4/2022,0.6740888928,155,0.0001015980338,3.634577603,2.270246671,2.068617558,1.989681
5/4/2022,0.5603301405,148,0.0000971998853,3.528247967,2.187293911,2.169525732,1.989459358
6/3/2022,2.015032784,756,0.0004992544203,3.337682105,2.000434877,5.250245339,1.989459358
7/4/2022,0.522164204,141,0.00009237279491,3.231052803,1.919115255,2.119071645,1.989275563
8/4/2022,0.9242072699,239,0.001566945982,2.996493465,1.891403677,2.248339295,1.98823057
9/4/2022,0.3788177729,96,0.00006241101354,3.046766805,1.928198572,2.385685885,1.988712659
10/4/2022,0.4350721421,98,0.00006419628329,3.012942924,1.909611712,2.043944813,1.988712659
11/4/2022,0.2892195736,62,0.00004061137233,3.012942924,1.860514565,1.890648952,1.988697397
12/4/2022,0.4745348619,101,0.00006615195182,3.012942924,1.788375559,1.686254471,1.988565845
13/4/2022,0.4961277832,123,0.00008055911059,3.012942924,1.736184628,1.547189273,1.98840566
14/4/2022,0.5074466768,123,0.00008055263034,3.595766077,2.261852374,1.58405723,1.98831066
15/4/2022,0.2996490951,76,0.0000497683471,3.800719077,2.311248074,1.547189273,1.988212037
16/4/2022,0.4140875133,97,0.00006351696722,6.709362611,4.117108875,1.466736511,1.988085759
17/4/2022,0.3488216091,78,0.00005107225745,6.727272727,4.03030303,1.519119958,1.988049703
18/4/2022,0.4579001239,85,0.00005565282068,6.766467066,4.131736527,1.414353064,1.987939077
19/4/2022,0.3524767365,75,0.00004910269731,6.86333534,4.18422637,1.572327044,1.987865172
20/4/2022,0.4702337473,103,0.00006743105992,6.207102358,3.031647145,1.356483993,1.987969393
21/4/2022,0.3767720058,80,0.0000523701074,6.086698337,3.830166271,1.518438178,1.987865172
22/4/2022,0.4131814975,82,0.00005367654904,5.703309374,3.398345154,1.196302338,1.987823932
23/4/2022,0.5395128969,105,0.00006886538896,5.823293374,3.069420539,1.117615753,1.987687321
24/4/2022,2.556624204,100,0.00006545119435,5.919907139,3.221125943,1.170835551,1.987557233
25/4/2022,0.4415780605,76,0.00004967966058,5.76796677,3.166966242,1.175213675,1.987469908
26/4/2022,0.4419662418,66,0.00004315703329,5.179839367,3.10790362,4.001883239,1.987399374
27/4/2022,0.5381576687,94,0.00006151965904,5.193611398,3.148339653,4.001883239,2.287232454
28/4/2022,0.4185735015,75,0.0000490751973,5.193611398,3.148339653,4.001883239,1.987179613
29/4/2022,0.347314988,65,0.00004252960879,4.266211604,2.531285552,4.001883239,1.987096403
30/4/2022,0.3388438238,66,0.00004318210733,3.523974614,2.166377816,0.6889242183,1.987010599
1/5/2022,0.2474481905,40,0.00002616984579,3.373073568,2.09363187,0.741918389,1.987024024
2/5/2022,0.4367641474,46,0.00003009452953,3.409090909,2.03962704,0.741918389,1.986962927
3/5/2022,0.4015650741,39,0.00002551414269,3.342128408,2.022867194,0.5829358771,1.986912233
4/5/2022,0.6782945736,21,0.00001373803401,3.361840165,2.005308169,0.5299417064,1.986884937
5/5/2022,0.6138499904,32,0.00002093385947,3.150074294,2.000434877,0.6359300477,1.986843345
6/5/2022,0.464516129,36,0.00002355009891,3.373134328,2.119402985,0.7949125596,1.986796555
7/5/2022,0.4173849923,46,0.0000300910844,3.212851406,2.853681166,0.7949125596,1.986933013
8/5/2022,0.4852160728,64,0.00004186459681,3.182941904,1.915945612,0.8479067303,1.986849834
9/5/2022,0.2852148312,31,0.00002027731518,3.520691785,1.852995676,0.6907545165,1.986809547
10/5/2022,0.4294079375,66,0.00004317403733,3.270009343,2.024291498,0.5299417064,1.986789186
11/5/2022,0.4570383912,90,0.00005886588977,3.484373702,2.177971375,0.5829358771,1.986672239
12/5/2022,0.5119735756,93,0.0000608245056,3.735456374,2.327005511,0.5829358771,1.986551408
13/5/2022,0.5217604812,85,0.0000555889089,3.828760929,2.381670184,0.5829358771,1.986440984
14/5/2022,0.4846247043,84,0.0000549318623,3.68289638,2.403245943,0.7949125596,1.986331871
15/5/2022,0.6832339741,102,0.00006669931882,3.769537374,2.390438247,0.6359300477,1.986199392
16/5/2022,0.3652198342,52,0.00003308131732,3.707136237,2.286067346,0.2149382053,1.986262632
17/5/2022,0.4047589844,66,0.00004315403733,3.210723192,1.620947631,0.5376344086,1.98617692
18/5/2022,0.5131753285,89,0.00005819005395,3.337682105,1.652892562,0.4301075269,1.986126729
19/5/2022,0.5843734218,81,0.00005295540576,3.337682105,1.386021822,0.4838709677,1.986021557
20/5/2022,0.3728759388,70,0.00004576237169,3.373702374,1.556886228,0.4838709677,1.985930676
21/5/2022,0.5566242038,76,0.0000496825871,3.528247967,1.759093393,0.7949125596,1.985832015
22/5/2022,0.5566242038,49,0.00003203570295,2.75862069,1.859070465,0.5913978495,1.985767111
23/5/2022,0.4738612045,62,0.00004052719342,2.419354839,1.672640382,0.5913978495,1.985687935
24/5/2022,0.5566242038,92,0.00006613327329,2.656434475,1.652892562,0.5376344086,1.985568533
25/5/2022,0.4415780605,76,0.00004967966508,2.757966967,1.485442662,0.4301075269,1.985469908
26/5/2022,0.5566242038,79,0.00005163624968,2.241226777,0.7898565787,0.4836109618,1.985367393
27/5/2022,0.5483458234,90,0.00005881519517,2.325581395,1.627906977,0.4838709677,1.985250631
28/5/2022,0.3277399056,50,0.00003256480395,3.702373702,1.0022779,0.284738041,1.985185766
29/5/2022,0.3730763252,48,0.0000313696631,3.702373702,1.627700503,0.284738041,1.985123499
30/5/2022,0.5476190476,54,0.0000352857057,3.707136237,1.74246899,0.5376344086,1.985053454
31/5/2022,0.4694835681,66,0.00004312624733,2.157210402,1.507092199,0.3224073079,1.984967849
1/6/2022,0.4338816216,67,0.00004377788798,2.264705882,1.5,0.2149382053,1.984880955
2/6/2022,0.2459856508,36,0.00002352141555,2.884615385,1.923076923,0.1665741255,1.984834269
3/6/2022,0.4910667642,94,0.00006141559015,2.482373702,1.778436458,0.111049417,1.984712377
4/6/2022,0.3905140585,55,0.0000359440487,2.526941657,1.783723523,0.111049417,1.98456457
5/6/2022,0.4051641258,59,0.00003854433088,2.395871729,1.621820863,0.111049417,1.984416786
6/6/2022,0.4419694157,50,0.0000326634282,2.346901357,1.466813348,0.0555247085,1.98449975
7/6/2022,0.4743200178,64,0.0000418078225,2.383023134,1.408940685,0.0555247085,1.984416306
8/6/2022,0.5863750165,89,0.00005813657261,2.177241027,1.111509502,0.0555247085,1.984301425
9/6/2022,0.4759071981,72,0.00004702909991,2.002004582,1.317296678,0.0555247085,1.98433874
10/6/2022,0.5566242038,73,0.0000476800325,1.980898479,1.344181111,0.0555247085,1.984244131
11/6/2022,0.5566242038,67,0.00004379958431,1.832276251,1.162790698,0.0555247085,1.984157306
12/6/2022,2.556624204,94,0.00006139060162,2.007042254,1.232394366,0.0555247085,1.984035505
13/6/2022,2.704901363,58,0.00003787698209,1.971136924,1.372756072,0.0555247085,1.983960359
14/6/2022,2.704901363,106,0.00006922082816,2.167182663,1.513587891,0.0555247085,1.983823037
15/6/2022,2.704901363,144,0.0000940293302,2.079141516,1.475519785,0,1.983701809
16/6/2022,2.704901363,98,0.00006398616854,2.144450163,0.9092468691,0,1.983640175
17/6/2022,2.704901363,151,0.00009858462511,2.704901363,1.365946633,0.05567928731,1.983444638
18/6/2022,2.704901363,152,0.00009922772109,2.704901363,1.315377388,0.05567928731,1.983247845
19/6/2022,2.704901363,171,0.0001116201104,2.704901363,1.24666073,0.05567928731,1.983026499
20/6/2022,1.201360834,113,0.00007375242551,1.855123675,1.295641932,0.05567928731,1.98294552
21/6/2022,1.533834328,204,0.0001331361526,2.004581901,1.317296678,0.05567928731,1.982681553
22/6/2022,2.556624204,328,0.001732883289,2.134062927,1.23119015,0.05567928731,1.982400123
23/6/2022,2.704901363,309,0.001961600013,2.383023134,1.408940685,0.1113585746,1.982000552
24/6/2022,3.1882146,435,0.002837486391,2.383023134,1.408940685,0.1113585746,1.981503532
25/6/2022,2.556624204,406,0.002647569389,2.383023134,1.363637364,0.111049417,1.981109442
26/6/2022,2.704901363,382,0.002490403471,2.137305699,1.187392054,0.111049417,1.980746544
27/6/2022,2.704901363,333,0.002170457022,2.058460272,1.193906958,0.111049417,1.98044706
28/6/2022,3.49890053,541,0.003523317133,2.383023134,1.408940685,0.2222222222,1.979814271
29/6/2022,4.693877551,641,0.004183170225,2.575991757,1.249356002,0.2777777778,1.979118171
30/6/2022,3.934240363,694,0.004418517506,1.913951281,1.15469788,0.3333333333,1.978224239
1/7/2022,4.468724392,818,0.005323860593,2.040816327,1.063524001,0.2779321845,1.977431817
2/7/2022,3.879438973,650,0.004228200536,2.173333333,1.12,0.2777777778,1.976726116
3/7/2022,4.613176599,675,0.00438996789,2.25554274,1.140586954,0.2779321845,1.975988904
4/7/2022,3.44591029,653,0.004244405731,2.181469495,1.222581805,0.4446914953,1.975150639
5/7/2022,4.693877551,805,0.005262062418,2.155026515,1.173417579,0.5558643691,1.974183159
6/7/2022,3.770810811,872,0.004462046301,2.059344553,1.162533215,0.3891050584,1.973650055
7/7/2022,3.278610967,693,0.00449722303,2.575991757,1.144874813,0.4446914953,1.97276286
8/7/2022,3.243530663,732,0.004730486613,2.575991757,1.031246777,0.5558643691,1.972280448
9/7/2022,2.556624204,551,0.004497226023,2.575991757,1.088912314,0.7299270073,1.971703549
10/7/2022,2.842697701,371,0.002405995565,1.639182384,0.9183371186,0.673778776,1.971359145
11/7/2022,5.455712452,255,0.001652357023,1.740567872,0.923765072,0.84222347,1.971098247
12/7/2022,1.553551445,236,0.001529131732,1.84573538,0.9908684671,0.8983717013,1.970796915
13/7/2022,2.241765822,390,0.002526330533,2.078023917,1.107625956,1.122964627,1.970428674
14/7/2022,3.525046382,779,0.005044930643,2.317640973,1.231246767,1.066816395,1.96956457
15/7/2022,3.282704551,737,0.004773055192,2.299310207,1.269619114,1.082621083,1.969272415
16/7/2022,2.556624204,551,0.00438551551,2.10278078,1.05139039,1.13960114,1.968631245
17/7/2022,2.842697701,492,0.003167836065,2.142783558,1.102297311,1.253561254,1.968328308
18/7/2022,2.79554175,459,0.00296276257,2.182952183,1.081081081,1.082621083,1.967744375
19/7/2022,2.556624204,592,0.003826259385,2.315724329,1.147524033,1.083856246,1.967444009
20/7/2022,2.556624204,599,0.003870021547,2.575991757,1.089564174,1.206203331,1.966876648
21/7/2022,2.704901363,912,0.002704901363,2.575991757,1.006963042,1.206203331,1.966466396
22/7/2022,2.704901363,693,0.002704901363,3.153726551,1.442511667,0.9116809117,1.965716115
23/7/2022,2.556624204,551,0.002556624204,3.984048405,1.388888889,0.7415858528,1.965235071
24/7/2022,3.001701996,582,0.003754126245,3.575991757,1.347424042,0.9686609687,1.964626535
25/7/2022,2.76062207,371,0.002392162144,2.817085954,1.41509434,0.9686609687,1.964221135
26/7/2022,3.711685824,620,0.003995191314,2.859048633,1.436031332,1.024473534,1.963694147
27/7/2022,3.651105887,761,0.003756248589,2.575991757,1.19176598,1.138303927,1.963246743
28/7/2022,3.351387949,693,0.002704624551,2.648368846,1.19176598,1.206203331,1.962435421
29/7/2022,3.145144521,605,0.002389626551,2.575991757,1.262973615,1.369081574,1.961864434
30/7/2022,3.291832669,661,0.002425486551,2.606225296,1.235177866,1.138303927,1.96109459
31/7/2022,3.345061445,656,0.002421976624,2.249797054,0.9973327148,1.081388731,1.960331703
1/8/2022,2.836058458,392,0.002489999592,2.144987382,0.9291121817,0.8537279454,1.95996629
2/8/2022,3.370089264,706,0.004538327963,2.144315861,0.9757204447,1.024473534,1.959655475
3/8/2022,3.629087898,789,0.00506957005,2.13371266,0.9300798774,1.081388731,1.958919399
4/8/2022,3.596432339,750,0.00481650533,2.088912694,1.006963042,1.081388731,1.958104711
5/8/2022,3.245719797,673,0.00433200533,2.117246516,1.095861262,1.195219124,1.957259183
6/8/2022,2.910602911,644,0.004132052053,2.054368126,1.058310853,1.024473534,1.956450772
7/8/2022,3.228625778,628,0.004027703933,2.00371824,1.012187565,1.309049516,1.955855417
8/8/2022,2.528832292,421,0.00269901388,2.00371824,1.038453629,1.25213432,1.955327672
9/8/2022,2.556624204,352,0.002256048711,1.954022989,1.013584117,1.309049516,1.95488664
10/8/2022,3.099754127,353,0.002261947633,1.997734528,0.8958912573,1.479795105,1.954508618
11/8/2022,3.828455733,624,0.002399755273,1.998703544,0.8102852204,0.9211283823,1.95443202
12/8/2022,3.591160551,728,0.00266194788,2.166252073,0.9224709784,1.195219124,1.953713323
13/8/2022,3.704901363,551,0.002215851551,2.36997319,1.008042895,1.093839954,1.953242971
14/8/2022,2.556624204,459,0.002184399587,2.325078404,1.005731589,0.569476082,1.952797428
15/8/2022,2.916972215,358,0.002289958659,2.314211213,0.9452411995,0.3986332574,1.952861953
16/8/2022,2.556624204,526,0.002638605833,2.158041658,0.8911311311,0.569476082,1.952524915
17/8/2022,3.548613017,578,0.002375912133,2.101061036,0.882445635,1.195219124,1.951931514
18/8/2022,2.800351417,510,0.002325919662,2.131661442,0.9508881923,0.9675583381,1.95155109
19/8/2022,2.512309758,449,0.002868420903,2.047029183,0.9132899433,0.9675583381,1.951119195
20/8/2022,2.556624204,468,0.002658466851,2.055660974,0.9487666034,0.9675583381,1.950663885
21/8/2022,2.481507993,416,0.002656049054,1.971269791,0.8702946419,1.028571429,1.950337407
22/8/2022,1.922906513,217,0.00138511935,1.460087392,0.6927421933,0.9675583381,1.950194943
23/8/2022,1.759159653,278,0.001774238944,1.544317564,0.7065195195,0.9714285714,1.949976614
24/8/2022,1.915661913,313,0.001997259989,1.673271686,0.8366358432,1.081388731,1.94984242
25/8/2022,2.556624204,433,0.002762430943,1.492537313,0.795293605,0.5691519636,1.949686625
26/8/2022,1.750150875,290,0.001849661331,1.539307564,0.8136338737,0.9675583381,1.949453604
27/8/2022,1.600379349,270,0.001721737833,1.50468123,0.7690592956,0.8537279454,1.949309288
28/8/2022,1.498773128,226,0.001440971319,1.460017969,0.6850853549,0.8537279454,1.949092198
29/8/2022,1.341646279,170,0.001084691319,1.409571445,0.7161532341,0.796812749,1.948880995
30/8/2022,1.466882068,227,0.001446920672,1.498213668,0.7491068342,0.8547008547,1.948981439
31/8/2022,1.242341729,219,0.001399666661,1.531447276,0.7598784195,0.3986332574,1.948773175
1/9/2022,1.798587886,242,0.001542093743,0,0,0.5122367672,3.133342758
2/9/2022,1.458708665,251,0.001597130889,1.590191794,0.7768875941,0.4553215709,1.94854337
3/9/2022,1.197416102,228,0.001452425423,1.674350886,0.812909488,0.5691519636,1.948451481
4/9/2022,1.383327266,190,0.00121017875,1.678135941,0.7726669081,0.5122367672,1.948343084
5/9/2022,0.9937132417,98,0.0006264119813,2.22877745,1.081612586,0.3984063744,1.948221491
6/9/2022,1.032477328,158,0.0006261772833,2.150899009,1.1258612,0.569476082,1.948089161
7/9/2022,1.224662162,174,0.000110795422,2.177241027,0.969552645,0.5122367672,1.947873346
8/9/2022,1.028674296,160,0.0001018695611,2.144450163,0.9092468691,0.3986332574,1.947929585
9/9/2022,0.9069767442,156,0.00009931270515,2.225727305,0.9113214161,0.569476082,1.947799805
10/9/2022,0.8852375494,139,0.00008848137944,2.034677016,0.683994528,0.5125284738,1.947627477
11/9/2022,2.556624204,105,0.00006683253866,2.111426544,0.8516678495,0.284738041,1.947497321
12/9/2022,1.080668241,99,0.00006300932539,1.969208736,0.8592910849,0.4555808656,1.94743826
13/9/2022,0.6952218229,118,0.00007509729236,1.863241679,0.8507799433,0.4555808656,2.476672629
14/9/2022,0.6228373702,117,0.00007445628324,1.75153485,0.7403394727,0.2277904328,1.947401577
15/9/2022,0.6774037465,98,0.00006235073133,1.847313855,0.7917059378,0.2277904328,1.947280145
16/9/2022,0.6259780908,104,0.00006617342717,1.949541284,0.8600917431,0.2277904328,1.94721492
17/9/2022,0.6137898111,90,0.00005726167057,1.941370608,0.7765482431,0.284738041,1.947167046
18/9/2022,0.5409060176,72,0.00004580073135,1.817471175,0.7817080321,0.2277904328,1.947141474
19/9/2022,0.5230386052,42,0.00002671629893,1.666336044,0.7736560206,0.1708428246,1.947089449
20/9/2022,0.4300734815,52,0.00003308073273,1.855073073,0.7160730731,0.1138952164,1.947025041
21/9/2022,0.8676945142,121,0.00007690505273,1.714285714,0.7346935886,0.0569476082,1.947002403
22/9/2022,0.5671769226,93,0.00005915562035,1.832406835,0.8235536339,0.1708428246,1.946999186
23/9/2022,0.3990232863,67,0.00004261629812,1.802735184,0.828843763,0.1708428246,1.946995075
24/9/2022,0.8771929825,47,0.00002989310649,1.757322176,0.8158995816,0.1708428246,1.94693663
25/9/2022,1.019160212,25,0.00001585863992,1.380552221,0.4201680672,0.1708428246,1.946820486
26/9/2022,1.532091097,37,0.00002341346889,1.407644633,0.4692082111,0.1708428246,1.946723918
27/9/2022,0.8172950171,31,0.00001961448055,1.336432307,0.4067402673,0.1708428246,1.946644264
28/9/2022,0.6266726296,67,0.00004261629707,1.302545885,0.414446418,0.2277904328,1.946629629
29/9/2022,0.3592314119,43,0.00002734629566,1.439194051,0.6366727077,0.2277904328,1.946876871
30/9/2022,0.6400409626,75,0.0000476513437,1.469147432,0.6366307542,0.1708428246,1.946876871
1/10/2022,0.376048597,39,0.00002479854263,1.441133366,0.7083536883,0.1708428246,1.946891739
2/10/2022,0.4399230135,50,0.00003179221625,1.555987774,0.7224228952,0.1138952164,1.946829845
3/10/2022,0.2328966521,16,0.00001017318217,1.671343343,0.6916426513,0.0569476082,1.946810039
4/10/2022,0.1989554837,57,0.00003627343558,1.679212507,0.6948465547,0.1138952164,1.946803066
5/10/2022,0.4065384941,48,0.00003048403175,1.491525424,0.9491525424,0.1138952164,1.946743655
6/10/2022,0.4230683589,38,0.0000241594575,1.239669669,0.6887052342,0,1.946696624
7/10/2022,0.3730989489,51,0.00003242375087,1.506849315,0.8561643836,0,1.946633507
8/10/2022,0.4945379392,54,0.00003426672814,1.436388509,0.683994528,0.3416856492,1.946566681
9/10/2022,1.019160212,55,0.00003496667271,1.016949153,0.4406779661,0,1.946498623
10/10/2022,0.4693436523,34,0.00002161343592,0.9780775717,0.5059021922,0.1138952164,1.946456553
11/10/2022,0.4393436523,49,0.00003112727801,1.276302432,0.6898930666,0.1138952164,2.235968807
12/10/2022,0.4766726296,57,0.00003623271618,1.234144669,0.651354131,0.1138952164,1.946325405
13/10/2022,0.526360472,62,0.00003940959044,1.29477891,0.7495741056,0.1154734411,1.946248704
14/10/2022,0.3343239227,36,0.00002288208797,1.188455008,0.6451612903,0.1154734411,1.946204171
15/10/2022,0.4393436523,46,0.00002921227896,1.083643752,0.5418218761,0.1154734411,1.94614727
16/10/2022,0.3616980773,38,0.00002415205626,1.07925801,0.6070826307,0.1138952164,1.946163825
17/10/2022,0.4213439022,32,0.00002033160206,1.646655232,0.5831903945,0.2309468822,1.946124244
18/10/2022,0.6239364719,55,0.00003495343734,2.026098901,0.6181318681,0.2309468822,1.946246878
19/10/2022,0.5716100349,54,0.00003431861766,2.010906612,0.6134969325,0.2309468822,1.946180088
20/10/2022,0.4151291513,45,0.00002859110542,5.549020099,0.545516536,0.2309468822,1.946124433
21/10/2022,0.5172585298,52,0.00003304547757,5.699885564,4.101358412,0.2309468822,1.946060124
22/10/2022,0.5478533095,49,0.00003111379787,5.678497868,3.250929775,0.3416856492,1.946999186
